"wikipedia_id","wiki_img_url","name","age","gender","ethnicity","type","party","state","wiki_img_labels","wiki_img_labelsconf","clothing_apparel","color_adjective","occupation","other","physicaltrait_body","wiki_img_labels_repl","wiki_img_labelsconf_repl","clothing_apparel_repl","color_adjective_repl","occupation_repl","other_repl","physicaltrait_body_repl"
"Peter_Welch","mc_images/Peter_Welch.jpg","Peter Welch",71,"Male","white","Representative","Democrat","VT","senior_citizen, person, elder, official, businessperson, smile","0.962455689907074, 0.9298133850097656, 0.7522701621055603, 0.6303579807281494, 0.5614982843399048, 0.5121986269950867",0,0,2,1,3,"Glasses, Smile, Dress_shirt, Sleeve, Gesture, Collar, Happy, Blazer, White-collar_worker, Formal_wear, Wood, Official, Event, Wrinkle, Eyewear, Elder, Button, Sitting, Portrait_photography, Pocket, Businessperson, Portrait","0.9768079, 0.97399646, 0.90766627, 0.8724504, 0.85260487, 0.8413907, 0.7926627, 0.7668476, 0.7585559, 0.7364405, 0.73352736, 0.7301102, 0.72140485, 0.6957847, 0.6527206, 0.6390255, 0.62243146, 0.58244735, 0.5653109, 0.53683066, 0.5165774, 0.5067629",10,2,3,4,3
"Phil_Roe_(politician)","mc_images/Phil_Roe_(politician).jpg","David Roe",73,"Male","white","Representative","Republican","TN","person, official, chin, businessperson, elder, senior_citizen, gentleman","0.9393702745437622, 0.8589295744895935, 0.7846164107322693, 0.7796497344970703, 0.7712435126304626, 0.6966859698295593, 0.5357961654663086",0,1,2,1,3,"Forehead, Smile, Dress_shirt, Tie, Collar, Suit, Blazer, Gesture, Official, Wrinkle, Throat, Formal_wear, Event, Pleased, Happy, White-collar_worker, Comb_over, Businessperson","0.9846564, 0.95231414, 0.898024, 0.8821134, 0.8389488, 0.8049217, 0.782036, 0.73537487, 0.715917, 0.7014749, 0.6996429, 0.6748549, 0.6661435, 0.64782846, 0.6432977, 0.5918467, 0.5383167, 0.50519663",7,2,3,1,5
"Pramila_Jayapal","mc_images/Pramila_Jayapal.jpg","Pramila Jayapal",53,"Female","asian","Representative","Democrat","WA","outerwear, official, smile, girl, product, businessperson","0.7677345275878906, 0.6527798771858215, 0.6062136888504028, 0.5560389161109924, 0.5447138547897339, 0.5007602572441101",1,0,2,1,2,"Smile, Sleeve, Flag_of_the_united_states, Event, Jewellery, Happy, Flag, Electric_blue, Fashion_design, Necklace, Flash_photography, Flag_Day_(USA), Official, Formal_wear, Spokesperson, Belt, Employment, Holiday, Portrait_photography, Job","0.98097014, 0.8723668, 0.8333718, 0.7427237, 0.7320346, 0.7317621, 0.7288508, 0.7139589, 0.7103625, 0.6997689, 0.69896865, 0.6670573, 0.6565933, 0.64205766, 0.6299659, 0.5755626, 0.56739527, 0.54557854, 0.52893573, 0.5236268",6,2,4,7,1
"Raja_Krishnamoorthi","mc_images/Raja_Krishnamoorthi.jpg","Raja Krishnamoorthi",45,"Male","asian","Representative","Democrat","IL","suit, official, necktie, businessperson, spokesperson, speech, public_speaking, speaker, formal_wear, tuxedo, gentleman, business","0.9455907940864563, 0.8668299913406372, 0.835784912109375, 0.7813011407852173, 0.7384203672409058, 0.7055825591087341, 0.6600489020347595, 0.6472377181053162, 0.599784791469574, 0.5804306864738464, 0.5682967305183411, 0.5426307916641235",4,1,6,1,0,"Smile, Chin, Dress_shirt, Tie, Sleeve, Flag, Gesture, Collar, Flag_of_the_united_states, Suit, Blazer, Official, Formal_wear, Spokesperson, Event, Throat, White-collar_worker, Happy, Flag_Day_(USA), Business, Businessperson, Government_agency","0.9712629, 0.96660596, 0.8987947, 0.88103056, 0.8697028, 0.8666151, 0.8526048, 0.8410009, 0.804413, 0.785206, 0.78276455, 0.74916196, 0.74432147, 0.7225466, 0.72251254, 0.69877976, 0.6707343, 0.5963614, 0.5735278, 0.5363914, 0.511168, 0.5038892",7,1,6,4,4
"Ralph_Abraham_(politician)","mc_images/Ralph_Abraham_(politician).jpg","Ralph Abraham",64,"Male","white","Representative","Republican","LA","person, official, businessperson, chin, spokesperson, necktie, elder, suit, speaker, business, gentleman, white_collar_worker","0.9263961911201477, 0.8926732540130615, 0.7965085506439209, 0.7773378491401672, 0.7613513469696045, 0.7513669729232788, 0.740525484085083, 0.7290634512901306, 0.6185596585273743, 0.5712313652038574, 0.5417490005493164, 0.5287648439407349",2,1,6,1,2,"Forehead, Smile, Dress_shirt, Collar, Tie, Flag_of_the_united_states, Blazer, Suit, Flag, Official, Event, White-collar_worker, Formal_wear, Pleased, Flag_Day_(USA), Throat, Electric_blue, Comb_over, Government_agency, Wrinkle, Businessperson, Happy","0.9846564, 0.98155314, 0.87910527, 0.8359623, 0.8277374, 0.79378617, 0.782214, 0.76913095, 0.753022, 0.7360839, 0.71726984, 0.7020273, 0.6378223, 0.63584703, 0.63411564, 0.6290718, 0.61484605, 0.60904735, 0.58495307, 0.5634725, 0.5180032, 0.5089858",7,3,4,4,4
"Ralph_Norman","mc_images/Ralph_Norman.jpg","Ralph Norman",65,"Male","white","Representative","Republican","SC","person, official, chin, forehead, businessperson, elder, spokesperson, senior_citizen, smile, speaker","0.9536927342414856, 0.891063928604126, 0.8597058653831482, 0.7859760522842407, 0.7831218242645264, 0.7611985206604004, 0.6189553141593933, 0.6122763752937317, 0.5855600833892822, 0.5236437320709229",0,0,4,1,5,"Forehead, Smile, Chin, Organ, Dress_shirt, Gesture, Collar, Tie, Flag, Wrinkle, Blazer, Suit, Official, Spokesperson, Throat, Event, Flag_of_the_united_states, White-collar_worker, Formal_wear, Comb_over, Businessperson, Portrait_photography, Elder, Business","0.9846564, 0.9689733, 0.9679582, 0.9057315, 0.86750305, 0.8524521, 0.83812284, 0.8363389, 0.7872834, 0.77620625, 0.7731494, 0.76770157, 0.7607647, 0.7183958, 0.69970804, 0.67230475, 0.63524616, 0.6243308, 0.6189934, 0.55409026, 0.5261828, 0.52176607, 0.5204546, 0.5090177",7,0,6,5,6
"Rand_Paul","mc_images/Rand_Paul.jpg","Rand Paul",55,"Male","white","Senator","Republican","KY","suit, official, spokesperson, speech, businessperson, outerwear, formal_wear, public_speaking, speaker, tuxedo, necktie","0.8928737044334412, 0.8675803542137146, 0.8106858134269714, 0.7427968978881836, 0.7164636850357056, 0.6996929049491882, 0.5784714818000793, 0.5603737831115723, 0.5597465634346008, 0.5304384827613831, 0.5143374800682068",5,0,5,1,0,"Tie, Gesture, Collar, Flag, Spokesperson, Blazer, Flag_of_the_united_states, Suit, Official, Dress_shirt, Event, Job, Government_agency, Formal_wear, Pleased, Government, Microphone, Flag_Day_(USA), Electric_blue, Speech, Employment, White-collar_worker","0.86896014, 0.85260487, 0.8287235, 0.82656133, 0.81898206, 0.7826738, 0.78069025, 0.7799317, 0.7652026, 0.73676276, 0.7345038, 0.6834821, 0.6693769, 0.66438353, 0.6434076, 0.63890505, 0.620789, 0.6182534, 0.5974822, 0.5622962, 0.5314589, 0.51068276",6,2,7,6,1
"Randy_Hultgren","mc_images/Randy_Hultgren.jpg","Randy Hultgren",52,"Male","white","Representative","Republican","IL","person, official, spokesperson, businessperson, senior_citizen, speech, suit, necktie, elder, speaker, public_speaking, smile","0.9258992671966553, 0.8943394422531128, 0.7776278853416443, 0.7505947947502136, 0.745932936668396, 0.7177450656890869, 0.7038090825080872, 0.6955189108848572, 0.6753218173980713, 0.6639195680618286, 0.6190275549888611, 0.6138397455215454",2,0,5,2,3,"Smile, Gesture, Flag, Flag_of_the_united_states, Collar, Tie, Suit, Blazer, Dress_shirt, Official, Happy, Event, Wrinkle, Spokesperson, Formal_wear, White-collar_worker, Flag_Day_(USA), Throat, Electric_blue, Job, Businessperson, Government_agency, Business, Portrait_photography","0.97848266, 0.85260487, 0.85177624, 0.8343965, 0.82724345, 0.7929753, 0.78984815, 0.78265667, 0.7487745, 0.74602455, 0.7387452, 0.73677295, 0.7197918, 0.71336347, 0.67515355, 0.6676633, 0.65598977, 0.587099, 0.5826121, 0.55111146, 0.5248316, 0.5168531, 0.5132838, 0.50552815",7,2,7,5,3
"Randy_Weber","mc_images/Randy_Weber.jpg","Randy Weber",65,"Male","white","Representative","Republican","TX","suit, official, necktie, businessperson, outerwear, speaker, elder, formal_wear, spokesperson","0.9200509786605835, 0.8923779129981995, 0.7737901210784912, 0.7564595937728882, 0.7128853797912598, 0.6761419177055359, 0.6530929803848267, 0.6117954850196838, 0.511725127696991",4,0,4,0,1,"Smile, Dress_shirt, Sleeve, Gesture, Collar, Flag, Tie, Flag_of_the_united_states, Blazer, Suit, Official, Formal_wear, Event, Throat, Spokesperson, Government_agency, Electric_blue, Flag_Day_(USA), White-collar_worker, Wrinkle, Job, Business, Pocket, Businessperson","0.9682779, 0.89384496, 0.867407, 0.85260487, 0.84099764, 0.8353661, 0.8336442, 0.7881647, 0.7827423, 0.76224893, 0.7496961, 0.7317842, 0.72733617, 0.6739812, 0.66654503, 0.64918494, 0.64108974, 0.62591666, 0.6154106, 0.61535376, 0.5944874, 0.5687939, 0.513613, 0.5026781",9,1,7,4,3
"Raúl_Grijalva","mc_images/Raúl_Grijalva.jpg","Raúl Grijalva",70,"Male","hispanic","Representative","Democrat","AZ","person, official, speaker, facial_hair, businessperson, elder, speech, spokesperson, public_speaking","0.9243685007095337, 0.8893992304801941, 0.649628758430481, 0.6464876532554626, 0.6446815133094788, 0.6412500143051147, 0.6390721797943115, 0.5263108611106873, 0.5106353163719177",0,0,5,2,2,"Forehead, Glasses, Smile, Vision_care, Beard, Bow_tie, Gesture, Collar, Flag, Dress_shirt, Eyewear, Facial_hair, Blazer, Moustache, Suit, Event, Official, Formal_wear, Wrinkle, Pleased, Happy, White-collar_worker, Spokesperson, Flag_of_the_united_states, Sleeve","0.9846564, 0.98079133, 0.9708228, 0.918718, 0.8879769, 0.8777472, 0.852053, 0.8402241, 0.82395935, 0.805133, 0.8050449, 0.79566056, 0.78261, 0.7616214, 0.7513802, 0.7219746, 0.71358407, 0.71059495, 0.6819183, 0.6557843, 0.6291797, 0.62600386, 0.62151945, 0.5936727, 0.57109034",11,2,3,3,6
"Raúl_Labrador","mc_images/Raúl_Labrador.jpg","Raúl Labrador",51,"Male","hispanic","Representative","Republican","ID","official, suit, necktie, businessperson, outerwear, spokesperson, white_collar_worker, formal_wear, speaker, business","0.8899347186088562, 0.8773389458656311, 0.7881909012794495, 0.7839732766151428, 0.7464904189109802, 0.6895681619644165, 0.6046655774116516, 0.6011475920677185, 0.5498062372207642, 0.5293832421302795",4,0,6,0,0,"Smile, Tie, Dress_shirt, Gesture, Collar, Flag, Sleeve, Flag_of_the_united_states, Suit, Blazer, Spokesperson, Official, Formal_wear, Event, Happy, Throat, Flag_Day_(USA), White-collar_worker, Pleased, Electric_blue, Businessperson, Government_agency","0.969816, 0.8769828, 0.86830777, 0.85260487, 0.8404033, 0.83402395, 0.8241775, 0.81771564, 0.78468716, 0.7827258, 0.7803928, 0.77021533, 0.73347867, 0.7324081, 0.7029093, 0.69819194, 0.6687076, 0.6603047, 0.6503234, 0.6435187, 0.50685704, 0.50564855",7,3,5,4,3
"Raul_Ruiz_(politician)","mc_images/Raul_Ruiz_(politician).jpg","Raul Ruiz",46,"Male","hispanic","Representative","Democrat","CA","person, suit, official, businessperson, white_collar_worker, spokesperson, formal_wear, gentleman, public_speaking, necktie, tuxedo, hotel_manager, business","0.9265444874763489, 0.9034109711647034, 0.8830246925354004, 0.8001826405525208, 0.7668351531028748, 0.7647866010665894, 0.7243230938911438, 0.6175966858863831, 0.6157600283622742, 0.5977357029914856, 0.5458090901374817, 0.5411459803581238, 0.5152359008789062",4,1,7,1,0,"Forehead, Smile, Dress_shirt, Sleeve, Tie, Gesture, Collar, Suit, Blazer, Spokesperson, Formal_wear, Event, Official, White-collar_worker, Flag_of_the_united_states, Throat, Flag, Electric_blue, Job, Business, Businessperson, Uniform","0.9846564, 0.9560533, 0.8972791, 0.8723875, 0.85426164, 0.85260487, 0.84132475, 0.8132952, 0.78276473, 0.7786665, 0.76188993, 0.73050815, 0.7254104, 0.714177, 0.70331115, 0.698325, 0.6732017, 0.67132795, 0.61112726, 0.58881456, 0.51491445, 0.5069242",8,1,6,3,4
"Richard_Blumenthal","mc_images/Richard_Blumenthal.jpg","Richard Blumenthal",72,"Male","white","Senator","Democrat","CT","suit, official, spokesperson, businessperson, gentleman, formal_wear, necktie, public_speaking, tuxedo, speaker, speech","0.9357605576515198, 0.8862051963806152, 0.7998043298721313, 0.7976496815681458, 0.7653427124023438, 0.7266259789466858, 0.6944781541824341, 0.6534266471862793, 0.6093615889549255, 0.5626577138900757, 0.5397751331329346",4,1,5,1,0,"Dress_shirt, Tie, Sleeve, Coat, Gesture, Collar, Suit, Blazer, Spokesperson, Flag_of_the_united_states, Official, Formal_wear, Event, Flag, Throat, White-collar_worker, Public_speaking, Electric_blue, Government_agency, Flag_Day_(USA), Job, Businessperson, Speech, Smile, Business","0.895836, 0.89199686, 0.87236387, 0.8570885, 0.85260487, 0.8410636, 0.818967, 0.78277683, 0.7811483, 0.7705087, 0.7540311, 0.73406637, 0.73028415, 0.724508, 0.6736256, 0.64613336, 0.63099754, 0.6167376, 0.592864, 0.57739294, 0.5733606, 0.51824826, 0.5122294, 0.5104214, 0.5020284",8,1,8,5,3
"Richard_Burr","mc_images/Richard_Burr.jpg","Richard Burr",63,"Male","white","Senator","Republican","NC","official, suit, businessperson, public_speaking, speaker, formal_wear, tuxedo, business","0.8539108037948608, 0.851462721824646, 0.75730299949646, 0.6792039275169373, 0.620890736579895, 0.5660011768341064, 0.5410646796226501, 0.5334162712097168",3,0,5,0,0,"Watch, Smile, Dress_shirt, Tie, Sleeve, Coat, Gesture, Collar, Suit, Blazer, Formal_wear, Event, White-collar_worker, Official, Wrinkle, Job, Varnish, Spokesperson, Table, Management, Employment, Business, Cuff, Tuxedo, Businessperson","0.97000235, 0.92213935, 0.8989017, 0.8779408, 0.87244797, 0.86437273, 0.85260487, 0.8398878, 0.82649034, 0.7827805, 0.74653405, 0.71910465, 0.7146465, 0.69353396, 0.65136397, 0.615441, 0.60456157, 0.5936973, 0.57881415, 0.5726637, 0.5676023, 0.5644662, 0.54470754, 0.53516585, 0.51882184",12,0,8,3,2
"Richard_Hudson_(U.S._politician)","mc_images/Richard_Hudson_(U.S._politician).jpg","Richard Hudson",47,"Male","white","Representative","Republican","NC","suit, official, formal_wear, businessperson, necktie, outerwear, spokesperson, tuxedo, white_collar_worker, gentleman, business, speech","0.9535436034202576, 0.8872461318969727, 0.8329199552536011, 0.7925058603286743, 0.772190511226654, 0.7261232733726501, 0.706351637840271, 0.675551176071167, 0.6644743084907532, 0.621199905872345, 0.5720252990722656, 0.553663432598114",5,1,5,1,0,"Smile, Tie, Dress_shirt, Flag, Gesture, Collar, Flag_of_the_united_states, Suit, Blazer, Formal_wear, Event, Official, Throat, Flag_Day_(USA), Spokesperson, White-collar_worker, Pleased, Electric_blue, Sleeve, Happy, Businessperson","0.95928866, 0.9062997, 0.89650273, 0.8783296, 0.85260487, 0.84079415, 0.83956116, 0.8244042, 0.78277737, 0.7511389, 0.7319249, 0.73184305, 0.6994326, 0.69706345, 0.69221634, 0.65470946, 0.6450371, 0.61983764, 0.61235315, 0.60716367, 0.52911323",7,3,4,4,3
"Richard_Neal","mc_images/Richard_Neal.jpg","Richard Neal",69,"Male","white","Representative","Democrat","MA","person, chin, official, forehead, elder, businessperson, senior_citizen, smile, gentleman, spokesperson, portrait","0.9405472278594971, 0.873313844203949, 0.871284008026123, 0.8039239645004272, 0.7669095993041992, 0.7613829970359802, 0.6149178743362427, 0.5685276985168457, 0.5644330382347107, 0.5611785650253296, 0.5354734063148499",0,1,3,2,5,"Forehead, Smile, Eyebrow, Dress_shirt, Tie, Collar, Suit, Wrinkle, Happy, Blazer, Official, White-collar_worker, Throat, Formal_wear, Pleased, Event, Elder, Portrait_photography, Comb_over, Portrait, Businessperson, Business","0.9846564, 0.97645587, 0.93775356, 0.8894825, 0.87596005, 0.83936065, 0.802026, 0.7911883, 0.77672327, 0.7753446, 0.72935843, 0.70017153, 0.69971025, 0.6485899, 0.64819616, 0.64302135, 0.61365885, 0.5654144, 0.5637433, 0.5436402, 0.52149975, 0.5149886",7,2,4,3,6
"Richard_Shelby","mc_images/Richard_Shelby.jpg","Richard Shelby",84,"Male","white","Senator","Republican","AL","suit, businessperson, business, official, formal_wear, gentleman, tuxedo, blazer","0.9415342807769775, 0.793081521987915, 0.7510542273521423, 0.7366764545440674, 0.6394919157028198, 0.6382031440734863, 0.6089884638786316, 0.5131856799125671",4,1,3,0,0,"Dress_shirt, Tie, Suit_trousers, Sleeve, Coat, Gesture, Collar, Suit, Formal_wear, Blazer, White-collar_worker, Window, Official, Event, Management, Sitting, Job, Smile, Business, Employment, Tuxedo, Button, Businessperson","0.9045132, 0.8888441, 0.8766991, 0.8721852, 0.8692381, 0.85260487, 0.8388079, 0.8290669, 0.7878984, 0.78278303, 0.7804869, 0.7757953, 0.7272389, 0.72165513, 0.6650604, 0.62911594, 0.60609734, 0.5844313, 0.58380735, 0.570728, 0.56309247, 0.5470033, 0.54440296",11,1,7,2,2
"Rick_Crawford_(politician)","mc_images/Rick_Crawford_(politician).jpg","Eric Crawford",52,"Male","white","Representative","Republican","AR","official, chin, spokesperson, businessperson, elder, necktie, suit, forehead, gentleman, speaker","0.8852816820144653, 0.8181799054145813, 0.8085033893585205, 0.7910392880439758, 0.7734115719795227, 0.7539302110671997, 0.7417393326759338, 0.7321544885635376, 0.5699991583824158, 0.5339978933334351",2,1,4,0,3,"Forehead, Glasses, Smile, Chin, Shirt, Dress_shirt, Tie, Sleeve, Gesture, Suit, Collar, Blazer, Formal_wear, White-collar_worker, Official, Event, Spokesperson, Wrinkle, Happy, Eyewear, Business, Portrait_photography, Businessperson, Portrait","0.9846564, 0.98336554, 0.97661304, 0.96659034, 0.9391087, 0.90592635, 0.88118494, 0.8693129, 0.85260487, 0.8440064, 0.84130436, 0.78277624, 0.7485933, 0.7384066, 0.72672987, 0.7256294, 0.71257013, 0.69054514, 0.65626776, 0.6465818, 0.63356835, 0.53099024, 0.52404773, 0.5095263",11,1,5,2,5
"Rick_Larsen","mc_images/Rick_Larsen.jpg","Rick Larsen",53,"Male","white","Representative","Democrat","WA","person, official, suit, businessperson, forehead, elder, spokesperson, smile, gentleman, white_collar_worker","0.9401423931121826, 0.89054936170578, 0.822384238243103, 0.792844295501709, 0.7837463617324829, 0.7497599124908447, 0.719039797782898, 0.624411404132843, 0.5883213877677917, 0.570396900177002",1,1,4,1,3,"Forehead, Smile, Dress_shirt, Tie, Gesture, Flag, Collar, Suit, Flag_of_the_united_states, Blazer, Official, Event, Formal_wear, Throat, White-collar_worker, Flag_Day_(USA), Pleased, Electric_blue, Happy, Government_agency, Businessperson, Wrinkle","0.9846564, 0.98080134, 0.8784472, 0.8548534, 0.85260487, 0.8418711, 0.83982253, 0.8204052, 0.8101675, 0.7827595, 0.76588714, 0.73570186, 0.7031448, 0.69905037, 0.6683321, 0.6618499, 0.62836576, 0.6271943, 0.60732746, 0.5631753, 0.50439024, 0.50058514",7,3,4,4,4
"Rick_Nolan","mc_images/Rick_Nolan.jpg","Richard Nolan",75,"Male","white","Representative","Democrat","MN","person, official, chin, spokesperson, businessperson, forehead, elder, senior_citizen, speaker, speech, gentleman, public_speaking","0.9516021013259888, 0.8900654315948486, 0.803044855594635, 0.7698514461517334, 0.7651046514511108, 0.7555067539215088, 0.7207748889923096, 0.654633641242981, 0.646072268486023, 0.6268817186355591, 0.5324937701225281, 0.5162277817726135",0,1,5,2,4,"Forehead, Smile, Photograph, Dress_shirt, Gesture, Collar, Flag, Blazer, Happy, Suit, Wrinkle, Tie, Comb_over, Official, Event, Throat, Formal_wear, Pleased, Flag_of_the_united_states, White-collar_worker, Spokesperson","0.9846564, 0.9754056, 0.9418931, 0.86379886, 0.85260487, 0.8380042, 0.8204481, 0.78146815, 0.7765055, 0.7663649, 0.76039225, 0.75038874, 0.73193324, 0.7156272, 0.6869029, 0.665712, 0.6592187, 0.6558091, 0.64888746, 0.62184507, 0.55233914",7,2,3,4,5
"Rick_W._Allen","mc_images/Rick_W._Allen.jpg","Rick Allen",67,"Male","white","Representative","Republican","GA","suit, official, businessperson, formal_wear, gentleman, tuxedo, necktie, speaker, spokesperson, elder, speech, public_speaking, business","0.919634997844696, 0.8891344666481018, 0.7935954928398132, 0.737285852432251, 0.7007957696914673, 0.6582079529762268, 0.638532817363739, 0.6281564831733704, 0.6236906051635742, 0.6235989928245544, 0.5934109091758728, 0.578174889087677, 0.5531076192855835",4,1,6,1,1,"Smile, Sleeve, Tie, Gesture, Collar, Dress_shirt, Flag_of_the_united_states, Flag, Suit, Blazer, Happy, Official, Event, Wrinkle, Formal_wear, Throat, Flag_Day_(USA), Pleased, Electric_blue, White-collar_worker, Spokesperson, Business, Humour, Laugh, Businessperson","0.977265, 0.87140983, 0.86106366, 0.85260487, 0.84004015, 0.8308294, 0.805532, 0.7976567, 0.7956117, 0.7826782, 0.7752156, 0.73514366, 0.72717464, 0.7018299, 0.6988295, 0.6959687, 0.6692275, 0.65544665, 0.57404196, 0.5631202, 0.55987006, 0.5413375, 0.52244896, 0.5211323, 0.5113838",8,3,5,5,4
"Ro_Khanna","mc_images/Ro_Khanna.jpg","Ro Khanna",42,"Male","asian","Representative","Democrat","CA","suit, necktie, official, businessperson, formal_wear, spokesperson, speaker, gentleman, business, tuxedo, elder, public_speaking, white_collar_worker, speech","0.9352554082870483, 0.9187095165252686, 0.871727466583252, 0.7995720505714417, 0.678857684135437, 0.668282687664032, 0.6504566669464111, 0.6478583216667175, 0.6363199949264526, 0.6058787703514099, 0.600470244884491, 0.5693219900131226, 0.5520924925804138, 0.5270190834999084",4,1,7,1,1,"Forehead, Chin, Smile, Dress_shirt, Gesture, Sleeve, Flag, Flag_of_the_united_states, Collar, Suit, Tie, Blazer, Formal_wear, Spokesperson, Official, White-collar_worker, Event, Flag_Day_(USA), Electric_blue, Pleased, Job, Business, Happy, Businessperson, Government_agency","0.9846564, 0.9664254, 0.92967474, 0.854907, 0.85260487, 0.84675926, 0.84468144, 0.84056354, 0.8395874, 0.8237445, 0.8051358, 0.78275985, 0.75943226, 0.74896896, 0.7429421, 0.7428487, 0.72832423, 0.72127223, 0.7072272, 0.6467607, 0.54519576, 0.5417328, 0.5414186, 0.53382933, 0.5106925",7,3,7,4,4
"Rob_Bishop","mc_images/Rob_Bishop.jpg","Rob Bishop",67,"Male","white","Representative","Republican","UT","official, spokesperson, military_officer, speaker, military_person, speech, public_speaking","0.8870884776115417, 0.7776674628257751, 0.7607128024101257, 0.7235702872276306, 0.6441290378570557, 0.6090564727783203, 0.5965806841850281",0,0,6,1,0,"Tie, Flag_of_the_united_states, Gesture, Flag, Collar, Dress_shirt, Spokesperson, Blazer, Official, Event, Government_agency, Smile, Speech, Public_speaking, Suit, Flag_Day_(USA), Speaker, Electric_blue, Job, Orator, Formal_wear, Government","0.85397625, 0.8538977, 0.85260487, 0.8241132, 0.81292266, 0.8028955, 0.78340816, 0.78213656, 0.751448, 0.74421567, 0.7403191, 0.72523075, 0.7116842, 0.6922466, 0.6910805, 0.6450532, 0.61087567, 0.60186094, 0.5994117, 0.5771022, 0.55267245, 0.538918",6,1,8,5,2
"Rob_Portman","mc_images/Rob_Portman.jpg","Robert Portman",63,"Male","white","Senator","Republican","OH","official, spokesperson, businessperson, suit, speech, speaker, public_speaking, business, necktie","0.8894452452659607, 0.8521324992179871, 0.7965314388275146, 0.7407501339912415, 0.7051900625228882, 0.6701339483261108, 0.537264347076416, 0.5356462597846985, 0.5340620279312134",2,0,6,1,0,"Forehead, Smile, Tie, Gesture, Suit, Flag, Collar, Blazer, Official, Event, Spokesperson, White-collar_worker, Flag_of_the_united_states, Electric_blue, Formal_wear, Pleased, Happy, Dress_shirt, Business, Job, Throat, Wrinkle, Businessperson, Comb_over, News","0.9846564, 0.9684317, 0.8830437, 0.85260487, 0.8326959, 0.82464254, 0.81653714, 0.7817113, 0.7472753, 0.7451345, 0.73422176, 0.72048396, 0.7172147, 0.6668095, 0.6649763, 0.65406984, 0.62087977, 0.6141604, 0.61334676, 0.59097403, 0.57340175, 0.5660042, 0.5304417, 0.5288554, 0.50747865",7,3,6,4,5
"Rob_Wittman","mc_images/Rob_Wittman.jpg","Robert Wittman",59,"Male","white","Representative","Republican","VA","person, official, suit, businessperson, spokesperson, necktie, smile, outerwear, elder, formal_wear, gentleman, public_speaking, speech, white_collar_worker, speaker, tuxedo","0.9367474913597107, 0.8921952843666077, 0.8785785436630249, 0.7914168834686279, 0.7898407578468323, 0.7386799454689026, 0.7318862676620483, 0.724368691444397, 0.7176689505577087, 0.6681253910064697, 0.6345118284225464, 0.6321621537208557, 0.6167627573013306, 0.577343225479126, 0.5429689884185791, 0.5128360390663147",5,1,6,2,2,"Smile, Dress_shirt, Gesture, Sleeve, Collar, Tie, Blazer, Suit, Flag, Spokesperson, Official, Event, Formal_wear, White-collar_worker, Flag_of_the_united_states, Throat, Happy, Pleased, Wrinkle, Job, Business, Portrait_photography, Flag_Day_(USA), Businessperson","0.9787533, 0.89554554, 0.85260487, 0.8454171, 0.84057003, 0.83444744, 0.78270096, 0.78103757, 0.7761965, 0.75790656, 0.74012774, 0.73042256, 0.7275602, 0.71898055, 0.7188344, 0.69678164, 0.68175966, 0.64647585, 0.62582445, 0.60438925, 0.574813, 0.5428221, 0.5399711, 0.5288973",8,2,6,5,3
"Rob_Woodall","mc_images/Rob_Woodall.jpg","Rob Woodall",48,"Male","white","Representative","Republican","GA","person, official, suit, spokesperson, businessperson, necktie, elder, senior_citizen, speaker, speech, formal_wear, smile, public_speaking","0.9238050580024719, 0.8937512040138245, 0.849017322063446, 0.7962891459465027, 0.7825747728347778, 0.7383382320404053, 0.7078397870063782, 0.6121597290039062, 0.6110811829566956, 0.5897046327590942, 0.5677523016929626, 0.5378184914588928, 0.5288521647453308",3,0,5,2,3,"Forehead, Smile, Dress_shirt, Tie, Gesture, Collar, Spokesperson, Blazer, Flag_of_the_united_states, Flag, Official, Suit, Event, Formal_wear, White-collar_worker, Throat, Pleased, Sleeve, Flag_Day_(USA), Job, Happy, Business, Caesar_cut, Businessperson, Government_agency","0.9846564, 0.9763204, 0.89767236, 0.89579386, 0.85260487, 0.8397361, 0.79945815, 0.7827414, 0.7787826, 0.7787366, 0.7700943, 0.7575649, 0.73812777, 0.73670185, 0.71739846, 0.69728047, 0.6423679, 0.6344876, 0.62330645, 0.6202882, 0.58687985, 0.56676763, 0.5437042, 0.52908456, 0.52691656",7,2,7,4,5
"Robert_Aderholt","mc_images/Robert_Aderholt.jpg","Robert Aderholt",53,"Male","white","Representative","Republican","AL","official, speaker, businessperson, elder, public_speaking, spokesperson, senior_citizen, energy, speech, necktie","0.8887305855751038, 0.6775369644165039, 0.6584962010383606, 0.6457502245903015, 0.6001548767089844, 0.5969837307929993, 0.5733157396316528, 0.5617499947547913, 0.5266612768173218, 0.5085362195968628",1,0,5,2,2,"Smile, Tie, Dress_shirt, Flag, Flag_of_the_united_states, Gesture, Collar, Spokesperson, Microphone, Blazer, Official, Suit, Event, Flag_Day_(USA), Formal_wear, Government_agency, Speech, Job, Public_speaking, White-collar_worker, Speaker, Orator, Government, Holiday, Employment","0.9186563, 0.9000039, 0.8949164, 0.87218034, 0.8591972, 0.85260487, 0.83541095, 0.8159307, 0.78777146, 0.7826032, 0.7612069, 0.76056397, 0.7466107, 0.712119, 0.71168506, 0.69649494, 0.6925072, 0.66634995, 0.66616577, 0.6520889, 0.6505327, 0.5903704, 0.57915694, 0.52347153, 0.516889",6,0,10,7,2
